order_id,order_date,product_id,customer_id,quantity,price,payment_status,days_to_pay
10079,2024-03-29,511,322,211,1104.47,denied,
10080,2024-12-11,516,636,298,2896.77,PD,10.0
10081,2025-02-10,517,143,347,5625.61,Pending,
10082,2024-12-01,663,412,2,1198.74,Paid,20.0
10083,2025-06-23,575,359,3,1626.64,PD,10.0
10084,2024-01-23,575,112,2,931.53,Paid,1.0
10085,2025-02-20,578,269,11,805.03,Paid,5.0
10086,2025-07-04,670,526,104,219.48, PAID ,23.0
10087,2025-07-28,642,196,1,302.31,paid,53.0
10088,2024-04-16,570,274,332,3870.3,PD,1.0
10089,2024-01-23,637,329,438,8311.28,overdue,
10090,2024-12-28,632,548,1,383.96,PD,31.0
10091,2024-05-06,531,513,366,452.98, PAID ,51.0
10092,2024-12-20,585,229,43,829.56,PD,56.0
10093,2024-04-05,616,290,319,739.57,Paid,6.0
10094,2025-06-13,549,356,142,1342.29,paid,4.0
10095,2024-10-17,606,252,46,3644.34, PAID ,58.0
10096,2024-05-31,646,134,36,1851.8,paid,29.0
10097,2024-02-10,563,525,102,1233.75,Denied,
10098,2025-06-22,679,559,301,3510.08,Overdue,
10099,2024-02-13,584,181,37,2569.34,Paid,46.0
10100,2025-02-17,662,477,440,2643.97,Overdue,
10100,2025-02-17,662,477,440,2643.97,Overdue,
10101,2025-08-31,597,405,26,1512.88,PD,44.0
10102,2025-11-29,657,580,1,460.05,Paid,38.0
10103,2025-03-01,623,335,3,573.15,paid,37.0
10104,2024-08-18,608,631,82,336.73,paid,59.0
10105,2025-02-10,504,169,156,1948.07,overdue,
10106,2024-12-09,540,136,28,2470.62, PAID ,39.0
10107,2024-08-14,570,317,76,891.5,Denied,
10108,2025-02-09,534,326,48,3321.28,Paid,30.0
10109,2024-07-05,671,392,412,974.5,Paid,33.0
10110,2024-05-25,622,290,19,1680.05,Paid,56.0
10111,2025-02-25,606,362,12,977.87,Paid,5.0
10112,2024-07-13,606,523,21,1485.04,PD,16.0
10113,2025-08-29,543,192,34,1982.0,PD,49.0
10114,2024-12-02,512,594,373,5184.67,Paid,4.0
10115,2025-06-17,639,432,36,978.95,Paid,32.0
10116,2025-09-19,626,645,350,2992.62,overdue,
10117,2024-12-30,534,405,37,2656.87,Paid,6.0
10118,2024-06-19,654,377,164,1215.86,Overdue,
10119,2024-10-07,588,407,41,1810.9,Paid,20.0
10120,2024-07-08,605,500,47,3199.79,Paid,35.0
10121,2024-05-12,673,165,232,431.3,Paid,19.0
10122,2024-01-04,591,163,29,1372.73,PD,22.0
10123,2024-11-04,513,569,170,721.7,paid,52.0
10124,2025-10-07,577,546,341,1534.55,overdue,
10125,2025-11-29,533,148,48,883.39,Overdue,
10126,2024-03-04,620,312,241,2960.23, PAID ,43.0
10127,2024-01-21,571,527,392,374.22,Paid,49.0
10128,2025-07-10,653,209,268,4333.36,denied,
10129,2024-06-16,568,257,1,250.51,paid,20.0
10130,2024-07-04,557,257,22,1935.58,paid,36.0
10131,2025-09-21,550,377,2,644.02,Paid,29.0
10132,2025-03-04,595,646,253,3858.34,Overdue,
10133,2024-03-20,572,542,126,1118.36,Paid,18.0
10134,2024-09-29,579,399,38,1528.47,PD,46.0
10135,2024-06-25,508,502,109,978.37,Overdue,
10136,2024-04-24,519,554,30,1395.73,PD,57.0
10137,2025-07-26,613,450,39,2333.23,Denied,
10138,2024-03-23,580,480,1,219.63,PD,34.0
10139,2025-04-23,578,179,18,1325.47,Paid,12.0
10140,2024-07-07,529,299,2,1042.34,Paid,25.0
10141,2025-08-11,521,372,330,4321.07,Denied,
10142,2025-12-28,638,283,2,307.57,Paid,35.0
10143,2025-10-08,678,345,23,1549.37,Paid,24.0
10144,2025-06-04,553,623,26,971.48,PD,30.0
10145,2025-01-05,680,284,55,70.55,Paid,39.0
10146,2024-03-31,642,365,2,612.48,Paid,1.0
10147,2025-10-02,520,194,428,3686.58,Paid,9.0
10148,2024-02-19,561,424,473,5211.07,Paid,16.0
10149,2024-07-17,651,238,1,599.53,Paid,57.0
10150,2024-07-21,671,527,240,560.19,Denied,
10151,2025-08-20,554,119,39,2340.73,Paid,45.0
10152,2025-10-24,646,277,11,515.86,Paid,34.0
10153,2024-07-23,619,390,275,4527.36,Overdue,
10154,2024-04-19,519,281,44,1886.86,PD,51.0
10155,2025-12-30,642,403,1,302.57,Paid,57.0
10156,2024-06-13,572,268,78,751.09,Denied,
10157,2025-09-11,681,430,37,636.47,overdue,
10158,2025-09-05,668,414,87,916.86,overdue,
10159,2025-03-18,634,202,38,2014.2,Paid,34.0
10160,2025-02-19,509,135,430,851.05,Paid,26.0
10161,2025-08-06,569,193,30,1028.86,paid,43.0
10162,2025-04-10,552,390,26,1078.91,Paid,5.0
10163,2025-12-30,609,409,39,1349.87,paid,18.0
10164,2025-11-25,666,522,229,4017.2,Overdue,
10165,2025-03-27,577,117,364,1663.53,Denied,
10166,2025-09-08,520,512,368,2915.68,denied,
10167,2025-07-03,666,532,118,2135.06,Denied,
10168,2024-11-09,677,447,36,1258.09,Paid,33.0
10169,2025-08-22,561,636,57,599.95,overdue,
10170,2025-05-06,503,645,21,1930.77,PD,37.0
10171,2025-11-07,601,113,5,2820.86,denied,
10172,2025-08-11,520,233,114,1040.69, PAID ,40.0
10173,2024-06-05,519,355,47,1952.64,PD,58.0
10174,2024-11-13,513,549,213,785.48,Overdue,
10175,2024-07-11,638,502,4,668.13, PAID ,49.0
10176,2024-10-29,576,476,455,2284.06,Overdue,
10177,2025-08-27,504,215,280,3194.0,Pending,
10178,2024-07-22,653,107,370,6349.78,Denied,
10179,2025-01-11,542,473,45,3031.94,Paid,57.0
10180,2024-08-23,638,339,2,320.28,paid,1.0
10181,2024-12-11,633,507,73,253.02,overdue,
10182,2024-03-20,666,513,303,5095.19,paid,42.0
10183,2025-10-19,665,564,1,560.63,Paid,48.0
10184,2024-05-15,676,211,26,2218.13,paid,29.0
10185,2024-11-23,677,197,21,705.76,Denied,
10186,2024-09-17,543,231,11,719.12,Paid,39.0
10187,2025-07-01,635,453,45,3779.12,paid,19.0
10188,2024-10-17,534,564,33,2232.96,Paid,4.0
10189,2025-09-27,520,250,121,1014.26,Paid,2.0
10190,2025-03-23,618,482,14,577.44,Overdue,
10191,2024-05-12,627,218,44,2593.38, PAID ,48.0
10192,2024-01-12,643,258,83,247.71,Pending,
10193,2025-09-19,627,278,16,839.89,Paid,31.0
10194,2025-11-20,660,493,16,1448.37,denied,
10195,2025-02-07,619,445,395,7332.89,Overdue,
10196,2025-12-18,645,610,3,943.8,PD,58.0
10197,2024-11-07,677,619,43,1572.41,denied,
10198,2025-09-27,608,140,359,1444.95,Paid,36.0
10199,2025-03-08,528,244,4,1196.28,paid,2.0
10200,2024-01-04,511,346,254,1143.53,Denied,
10200,2024-01-04,511,346,254,1143.53,Denied,
10201,2024-01-27,597,188,38,2123.61,Paid,54.0
10202,2024-07-31,526,487,205,3002.07,Paid,59.0
10203,2024-06-29,533,114,34,622.85,PD,50.0
10204,2024-07-13,649,414,17,1281.57,PD,22.0
10205,2024-05-07,533,490,27,477.34,Denied,
10206,2024-12-02,649,335,23,1730.56,Paid,52.0
10207,2024-01-20,538,322,30,2951.41, PAID ,49.0
10208,2025-03-13,568,230,4,980.98,Paid,2.0
10209,2025-06-13,536,116,35,3172.63,paid,13.0
10210,2025-09-11,658,266,2,823.41,Paid,36.0
10211,2025-09-16,602,340,37,2453.36,Pending,
10212,2025-12-02,595,361,368,6138.3,Paid,24.0
10213,2025-04-30,618,432,32,1277.97,paid,56.0
10214,2025-10-05,561,283,470,5143.29,Pending,
10215,2024-11-18,620,560,488,6173.21,Overdue,
10216,2025-03-22,655,131,46,3858.51,PD,42.0
10217,2025-03-30,641,137,207,3514.1,denied,
10218,2024-01-22,569,170,21,703.87,Paid,39.0
10219,2024-04-29,601,303,3,1619.82,paid,45.0
10220,2024-09-24,586,225,27,3038.03,Denied,
10221,2024-06-19,542,593,48,3420.4,Paid,54.0
10222,2025-04-25,557,324,41,4079.59,PD,18.0
10223,2024-01-28,622,125,11,931.48,Paid,56.0
10224,2024-02-25,552,291,29,1385.0,paid,26.0
10225,2025-02-23,570,527,126,1499.41,Denied,
10226,2025-10-25,603,196,377,2369.48,overdue,
10227,2025-03-14,589,634,165,276.55,Paid,24.0
10228,2024-10-10,502,167,1,553.17,Paid,13.0
10229,2024-07-20,501,365,4,2124.22,denied,
10230,2025-12-30,681,374,18,314.8,Paid,26.0
10231,2024-08-02,512,191,435,6109.11,overdue,
10232,2025-07-25,528,451,1,271.4,denied,
10233,2025-05-28,627,483,29,1505.68,Paid,15.0
10234,2025-04-09,630,403,407,5907.18,Paid,35.0
10235,2024-12-05,602,618,21,1504.24,denied,
10236,2024-04-12,568,175,1,252.8,PD,43.0
10237,2025-07-08,581,492,15,1326.81,Paid,2.0
10238,2025-06-12,621,169,133,1702.68,Pending,
10239,2025-06-27,673,129,81,153.13,Overdue,
10240,2024-07-23,573,137,26,561.48,Paid,8.0
10241,2025-01-31,661,547,3,800.69,Paid,22.0
10242,2025-09-28,651,180,1,574.29,PD,55.0
10243,2025-02-08,625,134,5,1229.9,Paid,31.0
10244,2024-06-12,529,415,2,1032.17,PD,52.0
10245,2025-02-08,625,373,3,685.54,paid,39.0
10246,2025-10-03,536,298,38,3625.28,Paid,50.0
10247,2024-09-25,671,179,365,982.59,denied,
10248,2024-07-09,583,119,47,4983.83,paid,49.0
10249,2024-12-17,545,491,447,1301.44,paid,49.0
10250,2024-07-27,615,465,28,1525.78,paid,33.0
10251,2024-06-18,658,211,1,397.85, PAID ,47.0
10252,2024-12-24,677,323,27,990.71,Paid,4.0
10253,2025-12-22,620,600,100,1224.98,Pending,
10254,2025-09-22,669,636,261,981.59,denied,
10255,2025-10-07,528,641,2,559.07,Paid,18.0
10256,2024-12-09,532,211,15,803.21,Paid,57.0
10257,2025-01-30,550,104,3,1067.45,Paid,1.0
10258,2024-04-22,670,624,405,970.64,overdue,
10259,2025-05-11,537,227,33,2032.25,overdue,
10260,2025-06-21,636,449,16,1129.56,Paid,45.0
10261,2025-05-22,577,525,169,772.53,paid,29.0
10262,2025-08-01,522,231,17,742.38,PD,29.0
10263,2024-11-22,678,601,33,1953.92,PD,17.0
10264,2025-03-26,526,466,104,1645.81,Paid,21.0
10265,2024-11-21,626,643,298,2478.95,Paid,13.0
10266,2024-01-10,582,298,234,1448.42,denied,
10267,2024-09-19,598,495,12,716.46,Paid,9.0
10268,2024-09-16,520,122,217,1733.14,Overdue,
10269,2025-05-22,556,142,46,2222.93,Paid,26.0
10270,2025-03-03,595,359,242,3948.51,overdue,
10271,2024-01-05,562,137,45,1088.4,Paid,25.0
10272,2025-10-05,508,323,278,2645.8,overdue,
10273,2024-05-08,513,569,57,227.63,paid,14.0
10274,2025-02-07,590,255,42,3103.35,Paid,23.0
10275,2024-08-10,553,588,35,1214.04,PD,43.0
10276,2024-08-06,587,547,4,1684.69,Paid,47.0
10277,2025-07-08,628,262,234,743.77,paid,37.0
10278,2025-09-01,573,606,25,483.66,paid,57.0
10279,2024-07-03,603,557,426,2684.06,Paid,33.0
10280,2025-06-02,562,367,28,674.2, PAID ,11.0
10281,2024-02-09,578,246,49,3861.96,Paid,40.0
10282,2025-11-20,647,197,366,1548.82, PAID ,26.0
10283,2024-04-28,670,109,465,954.25,Paid,59.0
10284,2025-08-13,508,279,178,1568.69,Paid,30.0
10285,2024-08-21,639,352,18,461.49,Paid,21.0
10286,2025-10-05,526,582,153,2339.7,overdue,
10287,2024-02-18,521,234,436,6327.04,overdue,
10288,2024-04-09,501,129,3,1713.64,Paid,41.0
10289,2024-04-26,617,325,31,947.77,Paid,4.0
10290,2025-06-23,581,290,34,3166.32,paid,21.0
10291,2025-07-05,518,404,111,1025.73,Denied,
10292,2024-03-16,522,220,27,1096.92,Paid,56.0
10293,2024-05-17,590,328,13,947.95,Denied,
10294,2025-04-03,670,602,165,375.18, PAID ,40.0
10295,2024-04-06,534,637,38,2575.17,Denied,
10296,2024-07-20,595,594,82,1345.77,overdue,
10297,2024-02-23,627,515,27,1388.37,PD,57.0
10298,2024-02-13,517,119,356,5574.77,denied,
10299,2024-12-30,571,166,290,281.39,paid,17.0
10300,2024-08-12,640,335,2,726.21,denied,
10300,2024-08-12,640,335,2,726.21,denied,
10301,2025-04-18,639,474,32,862.28,Paid,39.0
10302,2024-09-27,674,513,21,1937.0,overdue,
10303,2024-06-19,660,341,45,3731.71, PAID ,41.0
10304,2025-10-03,646,580,22,1143.95,Denied,
10305,2025-06-01,567,545,2,1362.58,PD,3.0
10306,2024-11-29,671,300,286,700.65, PAID ,5.0
10307,2025-11-28,674,196,39,3529.5,Paid,33.0
10308,2024-06-27,607,645,126,186.19,overdue,
10309,2024-04-27,659,419,491,4256.8,Pending,
10310,2024-06-15,661,218,1,271.43,Denied,
10311,2025-06-24,652,121,79,501.26,denied,
10312,2025-04-01,593,494,22,1477.21,Paid,20.0
10313,2025-05-30,551,429,441,4990.25, PAID ,53.0
10314,2024-03-02,635,238,23,1968.8,Paid,27.0
10315,2025-05-23,676,379,33,2801.13, PAID ,52.0
10316,2024-08-24,667,634,41,1503.65,PD,1.0
10317,2024-07-01,535,611,25,1564.43,Paid,15.0
10318,2024-04-13,513,110,478,1868.87,overdue,
10319,2025-10-19,577,305,300,1353.59,denied,
10320,2025-12-22,601,260,1,534.85,Paid,1.0
10321,2024-06-04,515,450,35,2030.84,PD,24.0
10322,2024-09-10,646,322,33,1707.32,Paid,1.0
10323,2024-11-28,633,639,466,1681.43,Overdue,
10324,2024-01-15,502,169,3,1649.14, PAID ,28.0
10325,2025-03-08,535,132,32,1973.91,Paid,52.0
10326,2024-05-13,588,346,45,1936.67,Pending,
10327,2025-07-26,555,509,4,2304.18, PAID ,19.0
10328,2024-12-24,524,619,21,1736.48,Paid,1.0
10329,2024-03-28,680,565,398,472.1,Denied,
10330,2024-06-16,532,318,47,2687.75,Paid,40.0
10331,2024-12-08,510,228,1,294.49,paid,44.0
10332,2024-10-01,575,497,2,1027.02,Paid,3.0
10333,2025-02-11,528,460,1,299.65,Paid,32.0
10334,2024-02-03,556,481,31,1366.84, PAID ,41.0
10335,2024-12-24,583,445,37,4006.48,PD,50.0
10336,2024-07-16,636,388,47,3651.41,Paid,6.0
10337,2024-07-24,547,511,298,750.81,PD,12.0
10338,2025-08-10,568,614,1,250.25,Paid,11.0
10339,2025-10-14,588,586,43,1894.87,paid,21.0
10340,2025-08-08,609,548,47,1789.69,PD,19.0
10341,2025-05-24,517,124,107,1596.46,paid,48.0
10342,2025-08-17,597,447,12,742.03,Denied,
10343,2024-08-27,569,272,14,492.76,Paid,20.0
10344,2025-02-27,526,566,190,2972.97,Paid,36.0
10345,2025-08-24,677,152,44,1484.41,Paid,41.0
10346,2025-07-24,640,395,1,382.34,Paid,30.0
10347,2025-02-11,529,448,1,550.55,Paid,21.0
10348,2024-08-04,501,236,1,542.93,Paid,22.0
10349,2025-07-24,637,361,238,4668.89,Paid,19.0
10350,2025-11-07,627,285,45,2349.25,Overdue,
10351,2025-04-04,659,308,96,798.09,paid,54.0
10352,2024-01-10,670,212,383,824.59,Paid,44.0
10353,2025-08-11,562,635,48,1186.58,PD,26.0
10354,2024-04-01,648,317,2,1308.73,PD,2.0
10355,2025-02-20,644,431,16,1734.42,PD,21.0
10356,2025-11-10,515,247,31,1731.7,Paid,28.0
10357,2024-08-04,655,249,18,1391.55,Paid,34.0
10358,2025-01-11,674,472,43,3974.83,overdue,
10359,2025-10-01,651,151,1,530.19,paid,49.0
10360,2025-07-27,552,222,40,1889.12,Paid,46.0
10361,2024-09-28,653,325,98,1812.21,Denied,
10362,2024-04-03,647,178,372,1650.34,Pending,
10363,2024-11-28,561,612,459,5039.1,paid,29.0
10364,2025-11-09,629,344,36,3507.64,PD,51.0
10365,2024-11-17,602,463,35,2335.03,Paid,53.0
10366,2025-09-04,507,473,60,150.8,Denied,
10367,2025-08-15,546,353,112,1380.14,Paid,57.0
10368,2025-09-13,597,612,12,660.35,Paid,41.0
10369,2024-04-27,515,208,10,547.24,Paid,53.0
10370,2024-06-06,600,202,5,1766.69,PD,39.0
10371,2024-08-19,639,192,48,1200.12,paid,30.0
10372,2025-04-26,504,113,485,5286.02,PD,49.0
10373,2024-04-07,607,183,297,406.22,Paid,33.0
10374,2024-11-10,646,136,45,2186.14,paid,41.0
10375,2024-10-08,515,578,16,916.71,paid,7.0
10376,2024-03-14,575,364,3,1520.48,Paid,39.0
10377,2024-05-05,520,521,86,742.07,Paid,14.0
10378,2024-01-31,608,184,304,1201.13,Denied,
10379,2025-04-08,515,105,36,1798.76,Paid,13.0
10380,2025-03-04,510,137,2,616.3,Paid,34.0
10381,2025-01-03,626,190,458,3476.15,Paid,52.0
10382,2024-10-21,643,357,104,332.38,Paid,54.0
10383,2024-07-17,594,307,438,1059.44,Paid,52.0
10384,2024-01-30,603,215,274,1591.87,Paid,41.0
10385,2025-02-23,634,627,17,881.89,Paid,29.0
10386,2024-06-27,647,599,479,1993.77,Denied,
10387,2024-08-04,545,450,311,898.79,Paid,26.0
10388,2025-07-19,609,555,41,1543.86,Paid,33.0
10389,2025-03-30,504,632,199,2208.8,Overdue,
10390,2025-08-17,614,206,38,3656.45,Pending,
10391,2024-01-23,513,142,86,348.6, PAID ,59.0
10392,2025-10-26,668,206,496,5738.43,overdue,
10393,2025-08-12,646,118,29,1355.61,Denied,
10394,2025-08-24,603,542,158,954.75,Denied,
10395,2024-01-05,572,634,64,599.72,Overdue,
10396,2025-04-26,519,398,11,520.26,paid,45.0
10397,2025-09-23,542,287,38,2637.05,PD,59.0
10398,2025-05-09,611,561,113,1588.5,Paid,44.0
10399,2025-02-05,626,217,155,1188.28,Paid,5.0
10400,2024-04-13,628,347,330,1040.58,Paid,7.0
10400,2024-04-13,628,347,330,1040.58,Paid,7.0
10401,2025-02-12,608,212,90,384.04,Overdue,
10402,2025-03-10,607,370,164,219.26,Denied,
10403,2025-09-17,625,272,2,481.41,paid,48.0
10404,2024-01-03,659,491,306,2485.57,Paid,49.0
10405,2025-03-04,565,580,21,2055.1,paid,1.0
10406,2024-07-05,596,418,367,1053.88,Paid,55.0
10407,2024-05-02,642,386,1,277.69,PD,4.0
10408,2024-07-23,634,420,13,730.15,paid,21.0
10409,2024-08-29,590,231,16,1292.78,Paid,43.0
10410,2024-03-05,526,509,209,3192.74,Paid,51.0
10411,2025-03-22,645,110,3,926.32,paid,9.0
10412,2024-09-27,564,140,28,2340.07,Paid,16.0
10413,2024-10-06,560,417,3,784.6, PAID ,6.0
10414,2024-04-15,570,545,356,4054.67,Paid,19.0
10415,2025-05-30,519,530,29,1216.25,Paid,18.0
10416,2024-07-22,605,592,36,2438.22,Paid,14.0
10417,2024-09-18,513,365,154,571.72,Denied,
10418,2024-12-27,575,242,1,503.24,Paid,47.0
10419,2025-03-24,642,566,3,911.24,paid,31.0
10420,2025-05-14,534,320,47,3071.74,Paid,32.0
10421,2024-09-15,545,603,55,164.49,Denied,
10422,2024-03-05,619,280,267,4833.27,paid,20.0
10423,2025-03-22,612,411,1,557.73,Overdue,
10424,2024-05-15,502,233,2,1117.71,Denied,
10425,2024-12-30,520,588,122,1026.24,Paid,12.0
10426,2025-11-30,607,290,117,151.51,overdue,
10427,2024-03-27,679,562,431,5283.97,Paid,11.0
10428,2025-09-11,660,243,31,3002.79,Denied,
10429,2024-10-13,591,632,39,1852.78,PD,24.0
10430,2024-09-02,527,348,146,584.01,denied,
10431,2025-09-25,572,419,488,4414.29,overdue,
10432,2025-06-15,546,187,305,3937.23,paid,6.0
10433,2025-10-26,553,295,12,436.44, PAID ,47.0
10434,2024-11-19,521,128,90,1302.93, PAID ,30.0
10435,2024-05-12,671,269,86,225.62,Paid,30.0
10436,2024-06-27,543,116,45,2923.87,paid,18.0
10437,2025-09-14,660,205,46,4127.7,PD,7.0
10438,2024-03-04,594,212,76,162.64,overdue,
10439,2024-06-21,580,205,2,407.69,Paid,25.0
10440,2025-12-11,543,359,27,1612.57,Paid,53.0
10441,2025-11-12,669,173,393,1527.04,Paid,6.0
10442,2025-02-19,505,466,17,862.47,Denied,
10443,2024-12-11,601,262,2,1000.7,Paid,37.0
10444,2024-07-05,537,250,22,1230.47,Paid,25.0
10445,2024-04-28,666,331,384,6438.54,paid,6.0
10446,2025-12-21,557,532,48,4765.5,PD,24.0
10447,2024-09-13,537,221,21,1151.28,Paid,28.0
10448,2025-03-13,573,538,22,420.45,Denied,
10449,2024-12-21,527,237,60,228.73,Overdue,
10450,2025-12-21,645,391,2,654.73,Paid,22.0
10451,2025-05-18,660,136,22,1978.96,Paid,45.0
10452,2025-01-26,528,432,2,606.26,paid,1.0
10453,2024-03-29,553,501,12,480.52,Paid,16.0
10454,2024-09-24,536,362,12,1169.95,Paid,21.0
10455,2024-11-30,545,270,79,235.9,Denied,
10456,2025-12-12,646,261,49,2616.69,Paid,58.0
10457,2025-10-14,549,521,66,604.14,paid,6.0
10458,2025-04-11,578,468,44,3383.62,PD,36.0
10459,2024-10-21,637,309,474,8812.12,paid,46.0
10460,2024-05-24,548,252,43,928.05,Paid,43.0
10461,2025-06-17,564,141,17,1574.42, PAID ,26.0
10462,2025-09-06,609,293,17,597.33,PD,7.0
10463,2025-12-30,566,584,498,1866.89,overdue,
10464,2024-02-14,508,300,111,1057.27, PAID ,9.0
10465,2024-10-28,514,285,2,735.06,Paid,51.0
10466,2025-12-08,541,151,408,1310.44, PAID ,22.0
10467,2024-09-27,509,547,52,112.8,PD,1.0
10468,2024-12-01,598,451,19,1155.45,Paid,2.0
10469,2025-03-09,666,142,288,5467.52,Paid,22.0
10470,2025-03-03,583,221,36,3817.26,Paid,40.0
10471,2024-09-24,639,120,17,425.19,Paid,58.0
10472,2025-10-27,616,598,181,380.29,Paid,56.0
10473,2024-01-09,559,622,4,1624.61,PD,56.0
10474,2024-09-06,661,562,2,543.91,paid,48.0
10475,2024-12-13,666,233,472,7681.45,denied,
10476,2025-08-05,640,241,1,359.15,Paid,24.0
10477,2024-06-23,607,378,133,193.78,denied,
10478,2025-02-07,673,578,405,799.53,Overdue,
10479,2024-05-14,616,411,73,155.41,overdue,
10480,2025-02-04,642,230,2,612.79,overdue,
10481,2024-10-08,646,413,13,665.43, PAID ,20.0
10482,2025-01-16,588,378,31,1376.42,PD,10.0
10483,2024-08-26,681,612,45,878.83,Paid,53.0
10484,2024-07-31,524,402,49,4143.95,Paid,46.0
10485,2025-10-29,582,350,86,512.16,overdue,
10486,2025-02-14,545,524,402,1224.5,denied,
10487,2025-09-21,657,297,3,1450.59,Denied,
10488,2024-05-28,524,378,15,1398.8,Paid,55.0
10489,2025-11-16,634,275,21,1130.63,paid,3.0
10490,2024-08-08,682,442,38,2993.4,PD,44.0
10491,2024-03-03,614,267,41,3850.94,PD,3.0
10492,2024-01-17,527,588,127,469.78,denied,
10493,2024-11-07,586,374,24,2425.61, PAID ,12.0
10494,2025-07-31,656,644,44,1018.85,Paid,57.0
10495,2024-05-04,642,353,2,582.62,PD,21.0
10496,2024-07-02,642,208,1,290.05,paid,32.0
10497,2025-11-14,635,637,47,4107.86,Overdue,
10498,2024-04-08,543,395,15,942.36,Paid,55.0
10499,2024-01-06,628,262,499,1590.97,paid,54.0
10500,2025-12-06,579,259,40,1662.79,Paid,37.0
10500,2025-12-06,579,259,40,1662.79,Paid,37.0
